id,listing_url,scrape_id,last_scraped,host_id,neighbourhood,neighbourhood_cleansed,city,state,zipcode,market,country_code,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,pastBooking,Average Weekly Earning,
663623,https://www.airbnb.com/rooms/663623,2.02E+13,4/2/17,119920,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75797189,-122.4096018,Apartment,Entire home/apt,6,1.5,2,3,Real Bed,1500,245.00,1650.00,4300.00,1200.00,90.00,4,50.00,2,90,2 months ago,0,0,0,0,4/2/17,365,2632.211538,
10994515,https://www.airbnb.com/rooms/10994515,2.02E+13,4/2/17,6060875,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.76282268,-122.4186276,Apartment,Entire home/apt,4,1,1,1,Real Bed,,350.00,,,,100.00,1,0.00,1,1125,14 months ago,0,0,0,0,4/2/17,365,1719.711538,
16119981,https://www.airbnb.com/rooms/16119981,2.02E+13,4/2/17,354925,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.7592379,-122.4245943,Apartment,Private room,2,1,1,1,Real Bed,,95.00,,,,40.00,1,0.00,1,1125,4 months ago,7,30,60,60,4/2/17,305,2456.730769,
10789325,https://www.airbnb.com/rooms/10789325,2.02E+13,4/2/17,12907916,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75951725,-122.4219182,Apartment,Entire home/apt,6,2.5,3,3,Real Bed,,1500.00,,,,,1,0.00,1,1125,14 months ago,0,0,0,0,4/2/17,365,557.2115385,
16846851,https://www.airbnb.com/rooms/16846851,2.02E+13,4/2/17,427156,,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75773211,-122.4104305,House,Private room,2,1,1,1,Real Bed,,115.00,,,,,1,0.00,1,1125,today,19,27,42,307,4/2/17,58,10528.84615,
6365190,https://www.airbnb.com/rooms/6365190,2.02E+13,4/2/17,22434504,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75653661,-122.419275,Apartment,Private room,4,1,1,4,Real Bed,,89.00,,,100.00,29.00,1,35.00,2,1125,4 days ago,11,41,69,159,4/2/17,206,128.2692308,
298368,https://www.airbnb.com/rooms/298368,2.02E+13,4/2/17,337160,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.76258853,-122.4174764,Apartment,Entire home/apt,2,1,1,1,Real Bed,,170.00,1100.00,3700.00,200.00,100.00,1,0.00,2,365,4 months ago,24,54,78,329,4/2/17,36,352.5769231,
1269738,https://www.airbnb.com/rooms/1269738,2.02E+13,4/2/17,6911042,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.76055316,-122.4208676,Apartment,Entire home/apt,3,1,2,2,Real Bed,,190.00,1250.00,,200.00,50.00,3,50.00,4,35,yesterday,6,10,40,315,4/2/17,50,117.6923077,
13885405,https://www.airbnb.com/rooms/13885405,2.02E+13,4/2/17,4856574,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75752397,-122.4146837,Apartment,Entire home/apt,6,1,3,4,Real Bed,,300.00,,,250.00,95.00,3,30.00,1,1125,today,17,47,77,77,4/2/17,288,182.6923077,
9592800,https://www.airbnb.com/rooms/9592800,2.02E+13,4/2/17,1494485,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75861652,-122.423829,House,Entire home/apt,5,1.5,2,2,Real Bed,,450.00,,,,250.00,4,0.00,2,20,2 months ago,0,0,0,0,4/2/17,365,1661.538462,
8703369,https://www.airbnb.com/rooms/8703369,2.02E+13,4/2/17,12031896,,Mission,San Francisco,CA,94103,San Francisco,US,United States,37.76934355,-122.4228242,Condominium,Entire home/apt,4,2,2,2,Real Bed,,199.00,,,,150.00,1,0.00,3,1125,3 days ago,3,3,7,15,4/2/17,350,3158.653846,
5152716,https://www.airbnb.com/rooms/5152716,2.02E+13,4/2/17,1135099,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.74911936,-122.4223903,Apartment,Private room,1,1,1,1,Real Bed,,110.00,700.00,,,40.00,2,20.00,1,1125,8 months ago,30,60,90,365,4/2/17,0,1339.423077,
16256385,https://www.airbnb.com/rooms/16256385,2.02E+13,4/2/17,46740514,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75282381,-122.4130389,Apartment,Entire home/apt,2,1,1,1,Real Bed,,165.00,,,,65.00,1,0.00,2,30,6 weeks ago,2,6,28,28,4/2/17,337,0,
499096,https://www.airbnb.com/rooms/499096,2.02E+13,4/2/17,2463273,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75852755,-122.4238706,Apartment,Entire home/apt,2,1,1,1,Futon,,100.00,,2500.00,100.00,50.00,1,10.00,4,30,today,0,3,19,50,4/2/17,315,1069.326923,
10001830,https://www.airbnb.com/rooms/10001830,2.02E+13,4/2/17,31427412,Mission District,Mission,San Francisco,CA,94103,San Francisco,US,United States,37.76431325,-122.4156947,Apartment,Entire home/apt,2,1,2,2,Real Bed,,190.00,,,,,1,0.00,2,1125,15 months ago,0,0,0,0,4/2/17,365,605.7692308,
11115880,https://www.airbnb.com/rooms/11115880,2.02E+13,4/2/17,1182515,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75471988,-122.4103397,Apartment,Entire home/apt,4,1,2,2,Real Bed,,350.00,,,500.00,100.00,1,0.00,2,1125,3 weeks ago,9,37,67,152,4/2/17,213,1333.653846,
5299538,https://www.airbnb.com/rooms/5299538,2.02E+13,4/2/17,23278,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75667816,-122.4147033,House,Shared room,1,2,1,1,Real Bed,,33.00,,,,,1,0.00,30,1125,2 weeks ago,28,58,88,88,4/2/17,277,1433.653846,
138592,https://www.airbnb.com/rooms/138592,2.02E+13,4/2/17,648553,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75557545,-122.4247407,House,Entire home/apt,8,2,4,5,Real Bed,2600,780.00,,,1000.00,250.00,6,75.00,4,1125,6 days ago,5,5,32,167,4/2/17,198,175.7884615,
8228206,https://www.airbnb.com/rooms/8228206,2.02E+13,4/2/17,1926575,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75659849,-122.414179,Condominium,Entire home/apt,5,1,2,3,Real Bed,,305.00,,,500.00,125.00,1,0.00,3,90,2 days ago,11,37,37,37,4/2/17,328,2970,
13830188,https://www.airbnb.com/rooms/13830188,2.02E+13,4/2/17,4292831,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75295529,-122.4038429,Apartment,Private room,2,1,1,1,Real Bed,,95.00,,,,45.00,1,0.00,6,27,3 days ago,1,1,1,1,4/2/17,364,1923.846154,
1301798,https://www.airbnb.com/rooms/1301798,2.02E+13,4/2/17,3713398,Mission District,Mission,San Francisco,CA,94103,San Francisco,US,United States,37.76907821,-122.4203199,Apartment,Private room,2,1,1,1,Real Bed,,89.00,381.00,1344.00,200.00,45.00,1,39.00,2,99,3 days ago,1,7,34,34,4/2/17,331,665,
13327656,https://www.airbnb.com/rooms/13327656,2.02E+13,4/2/17,57441244,Mission District,Mission,San Francisco,CA,94103,San Francisco,US,United States,37.7672784,-122.4223073,Dorm,Private room,2,1,1,1,Real Bed,,109.00,,,100.00,25.00,1,0.00,3,21,6 days ago,4,14,14,14,4/2/17,351,566.5192308,
5299461,https://www.airbnb.com/rooms/5299461,2.02E+13,4/2/17,23278,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75852594,-122.4133371,House,Shared room,1,2,1,1,Real Bed,,55.00,,,,,1,0.00,2,15,1 week ago,9,30,55,55,4/2/17,310,735.75,
17510273,https://www.airbnb.com/rooms/17510273,2.02E+13,4/2/17,8883711,Mission District,Mission,San Francisco,CA,94103,San Francisco,US,United States,37.7671807,-122.4204302,Apartment,Entire home/apt,3,1,1,1,Real Bed,,135.00,,,,50.00,1,0.00,2,1125,yesterday,0,0,4,30,4/2/17,335,327.8846154,
13797041,https://www.airbnb.com/rooms/13797041,2.02E+13,4/2/17,27130439,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75573674,-122.4108047,Apartment,Entire home/apt,6,2,2,4,Real Bed,,360.00,,,300.00,70.00,4,50.00,2,14,2 weeks ago,5,5,5,5,4/2/17,360,869.7115385,
7712636,https://www.airbnb.com/rooms/7712636,2.02E+13,4/2/17,40517228,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75339878,-122.4173487,Apartment,Shared room,1,1,1,1,Couch,,150.00,,,,,1,0.00,1,1125,20 months ago,0,0,0,0,4/2/17,365,2492.307692,
10771685,https://www.airbnb.com/rooms/10771685,2.02E+13,4/2/17,16476426,,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.7593975,-122.4177266,Dorm,Private room,2,7,1,1,Real Bed,,100.00,,,,60.00,1,0.00,4,1125,5 months ago,22,52,82,82,4/2/17,283,1052.884615,
15342819,https://www.airbnb.com/rooms/15342819,2.02E+13,4/2/17,46178617,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.7623415,-122.4152495,Apartment,Private room,2,1,1,1,Real Bed,,400.00,,,,,1,0.00,1,2,6 months ago,0,0,0,0,4/2/17,365,544.2307692,
15852721,https://www.airbnb.com/rooms/15852721,2.02E+13,4/2/17,23383258,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.76082204,-122.4191647,Apartment,Shared room,1,2,1,2,Real Bed,,24.00,,,150.00,30.00,1,55.00,5,1000,a week ago,22,42,45,298,4/2/17,67,2807.692308,
23540,https://www.airbnb.com/rooms/23540,2.02E+13,4/2/17,92400,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75065033,-122.4198382,Apartment,Entire home/apt,5,1,2,4,Real Bed,1000,225.00,1500.00,5000.00,500.00,100.00,4,0.00,3,30,2 weeks ago,4,10,12,144,4/2/17,221,30.92307692,
774323,https://www.airbnb.com/rooms/774323,2.02E+13,4/2/17,4085271,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.76022146,-122.425508,Condominium,Private room,2,1,1,1,Real Bed,,140.00,1050.00,,300.00,25.00,1,0.00,2,25,3 weeks ago,12,21,48,48,4/2/17,317,956.25,
9219917,https://www.airbnb.com/rooms/9219917,2.02E+13,4/2/17,1578261,Mission District,Mission,San Francisco,CA,94103,San Francisco,US,United States,37.76662828,-122.4178155,Apartment,Entire home/apt,2,1,1,1,Real Bed,,128.00,,,100.00,60.00,1,0.00,4,1125,5 months ago,0,0,0,0,4/2/17,365,853.4615385,
1931763,https://www.airbnb.com/rooms/1931763,2.02E+13,4/2/17,9999808,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.76118152,-122.4191111,Apartment,Private room,6,1,1,3,Futon,,150.00,600.00,2100.00,200.00,100.00,2,15.00,1,27,today,21,51,81,340,4/2/17,25,898.4615385,
9903046,https://www.airbnb.com/rooms/9903046,2.02E+13,4/2/17,7231087,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75080904,-122.4163747,House,Entire home/apt,12,4,4,5,Real Bed,,599.00,,,1500.00,275.00,8,25.00,1,10,today,7,15,25,245,4/2/17,120,72.11538462,
5446565,https://www.airbnb.com/rooms/5446565,2.02E+13,4/2/17,10618159,Mission District,Mission,San Francisco,CA,94103,San Francisco,US,United States,37.76999787,-122.4198414,Apartment,Entire home/apt,6,1,1,3,Real Bed,,180.00,,,100.00,100.00,2,40.00,1,1125,today,11,37,61,327,4/2/17,38,1382.307692,
7342996,https://www.airbnb.com/rooms/7342996,2.02E+13,4/2/17,7212456,Noe Valley,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75122573,-122.4236679,House,Private room,2,1,1,1,Real Bed,,210.00,,,500.00,,1,0.00,2,30,yesterday,28,58,88,363,4/2/17,2,131.5384615,
548765,https://www.airbnb.com/rooms/548765,2.02E+13,4/2/17,621691,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75524895,-122.4099138,House,Entire home/apt,7,1.5,3,3,Real Bed,,315.00,2150.00,7800.00,500.00,150.00,5,35.00,3,120,3 days ago,2,27,27,175,4/2/17,190,8.076923077,
14994786,https://www.airbnb.com/rooms/14994786,2.02E+13,4/2/17,12973187,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75442005,-122.4099231,Apartment,Private room,2,1,1,1,Real Bed,,89.00,,,,,1,0.00,2,1125,6 months ago,0,0,0,0,4/2/17,365,1150.961538,
6348721,https://www.airbnb.com/rooms/6348721,2.02E+13,4/2/17,5742339,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75192598,-122.4217791,Apartment,Private room,2,1,1,1,Real Bed,,60.00,,,,30.00,1,10.00,4,31,3 weeks ago,4,4,4,5,4/2/17,360,624.7115385,
2783899,https://www.airbnb.com/rooms/2783899,2.02E+13,4/2/17,5955843,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75905882,-122.4218547,Apartment,Entire home/apt,2,1,1,1,Real Bed,,200.00,,,500.00,70.00,2,50.00,2,1125,3 months ago,8,10,10,10,4/2/17,355,415.3846154,
14292435,https://www.airbnb.com/rooms/14292435,2.02E+13,4/2/17,1454886,,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.76134648,-122.4207622,Apartment,Private room,2,1,1,1,Real Bed,,115.00,,,100.00,25.00,1,0.00,2,1125,today,9,27,39,61,4/2/17,304,1365.384615,
10280573,https://www.airbnb.com/rooms/10280573,2.02E+13,4/2/17,50292803,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75111378,-122.4133564,House,Private room,3,3,1,2,Real Bed,,175.00,,,,25.00,2,50.00,3,30,yesterday,0,7,24,88,4/2/17,277,672.3076923,
11624048,https://www.airbnb.com/rooms/11624048,2.02E+13,4/2/17,13649959,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.76668745,-122.4211264,Condominium,Private room,2,1,1,1,Real Bed,,206.00,,,,,1,0.00,1,1125,2 months ago,0,0,0,0,4/2/17,365,932.2115385,
2188561,https://www.airbnb.com/rooms/2188561,2.02E+13,4/2/17,11159971,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.76120327,-122.4073464,House,Entire home/apt,7,2,3,5,Real Bed,,449.00,,,1500.00,100.00,5,25.00,5,1125,2 weeks ago,6,6,6,6,4/2/17,359,1445.961538,
351821,https://www.airbnb.com/rooms/351821,2.02E+13,4/2/17,559810,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75869748,-122.4110783,Apartment,Entire home/apt,4,1,2,2,Real Bed,,272.00,,,,119.00,4,25.00,2,60,today,11,41,71,346,4/2/17,19,3099.826923,
15867485,https://www.airbnb.com/rooms/15867485,2.02E+13,4/2/17,24017329,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.76145652,-122.4204264,Apartment,Entire home/apt,4,1,1,2,Real Bed,,150.00,,,500.00,75.00,1,0.00,3,1125,a week ago,5,5,5,5,4/2/17,360,99.38461538,
11352921,https://www.airbnb.com/rooms/11352921,2.02E+13,4/2/17,1556091,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.76099617,-122.4217991,Condominium,Entire home/apt,2,1,1,1,Real Bed,,245.00,,,250.00,75.00,1,0.00,2,1125,2 weeks ago,0,0,0,0,4/2/17,365,1038.461538,
810552,https://www.airbnb.com/rooms/810552,2.02E+13,4/2/17,4262230,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75913995,-122.4100002,Apartment,Entire home/apt,2,1,1,1,Real Bed,,89.00,1000.00,,200.00,80.00,1,70.00,4,10,4 months ago,0,0,27,302,4/2/17,63,1719.711538,
14671407,https://www.airbnb.com/rooms/14671407,2.02E+13,4/2/17,26647424,Mission District,Mission,San Francisco,CA,94103,San Francisco,US,United States,37.77005855,-122.4231424,House,Private room,2,4.5,1,1,Real Bed,,75.00,,,100.00,10.00,1,10.00,1,20,4 months ago,0,0,0,0,4/2/17,365,107.8269231,
15523355,https://www.airbnb.com/rooms/15523355,2.02E+13,4/2/17,2001297,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75917544,-122.4082493,Apartment,Private room,1,1.5,1,1,Real Bed,,58.00,,,,50.00,1,40.00,31,188,4 weeks ago,1,18,18,243,4/2/17,122,526.4423077,
16014861,https://www.airbnb.com/rooms/16014861,2.02E+13,4/2/17,967709,Mission District,Mission,San Francisco,CA,94103,San Francisco,US,United States,37.76764592,-122.4196852,Apartment,Entire home/apt,2,1,1,1,Real Bed,,200.00,,,,75.00,1,25.00,3,14,today,8,8,21,21,4/2/17,344,136.0769231,
10735339,https://www.airbnb.com/rooms/10735339,2.02E+13,4/2/17,891945,Mission District,Mission,San Francisco,CA,94103,San Francisco,US,United States,37.76622617,-122.4193958,Apartment,Entire home/apt,3,1,0,1,Real Bed,,120.00,,,,,1,0.00,1,1125,2 months ago,0,0,0,0,4/2/17,365,1323.076923,
9559555,https://www.airbnb.com/rooms/9559555,2.02E+13,4/2/17,1327477,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75604803,-122.4153785,Apartment,Private room,1,1.5,1,1,Real Bed,,45.00,300.00,900.00,,,1,0.00,1,1125,13 months ago,0,0,0,0,4/2/17,365,842.3076923,
11067041,https://www.airbnb.com/rooms/11067041,2.02E+13,4/2/17,25149739,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.76221383,-122.4203222,Apartment,Private room,2,0,1,1,Real Bed,,125.00,,,,60.00,1,0.00,1,1125,13 months ago,0,0,0,0,4/2/17,365,315.8653846,
14571205,https://www.airbnb.com/rooms/14571205,2.02E+13,4/2/17,29483318,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75006196,-122.407914,House,Private room,2,1,1,1,Pull-out Sofa,,85.00,,,,15.00,1,0.00,1,30,yesterday,6,22,45,45,4/2/17,320,877.4038462,
1154506,https://www.airbnb.com/rooms/1154506,2.02E+13,4/2/17,6327082,Mission District,Mission,San Francisco,CA,94103,San Francisco,US,United States,37.76670376,-122.4182613,Apartment,Private room,2,1.5,1,1,Real Bed,,60.00,960.00,3300.00,,,2,50.00,4,30,a week ago,8,23,34,292,4/2/17,73,523.0769231,
12115392,https://www.airbnb.com/rooms/12115392,2.02E+13,4/2/17,64988873,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75675319,-122.4246655,Apartment,Private room,2,1,1,1,Real Bed,,90.00,498.00,1698.00,,,2,45.00,1,88,6 weeks ago,13,18,25,25,4/2/17,340,84.23076923,
1511076,https://www.airbnb.com/rooms/1511076,2.02E+13,4/2/17,2403646,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.76346479,-122.4250033,Apartment,Private room,2,1,1,1,Real Bed,,145.00,875.00,2850.00,100.00,29.00,1,0.00,2,60,yesterday,11,25,45,111,4/2/17,254,588.4615385,
8805264,https://www.airbnb.com/rooms/8805264,2.02E+13,4/2/17,8172325,,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75893796,-122.419015,Apartment,Entire home/apt,2,1,1,1,Real Bed,,170.00,850.00,2950.00,,50.00,1,0.00,3,28,a week ago,12,42,72,347,4/2/17,18,708.2692308,
6413206,https://www.airbnb.com/rooms/6413206,2.02E+13,4/2/17,3491775,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75808118,-122.4223412,Apartment,Entire home/apt,8,2,3,7,Real Bed,,275.00,1800.00,6800.00,,180.00,1,0.00,14,28,9 months ago,0,0,0,0,4/2/17,365,58.84615385,
1216322,https://www.airbnb.com/rooms/1216322,2.02E+13,4/2/17,6394325,,Mission,San Francisco,CA,,San Francisco,US,United States,37.75432765,-122.4101774,House,Entire home/apt,3,1,0,2,Real Bed,,190.00,,2300.00,300.00,75.00,1,0.00,21,28,10 months ago,0,0,0,0,4/2/17,365,1930.288462,
4748287,https://www.airbnb.com/rooms/4748287,2.02E+13,4/2/17,1776403,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.7565266,-122.409218,House,Private room,2,1,1,1,Real Bed,,65.00,,,1000.00,50.00,1,25.00,1,180,a week ago,0,4,4,248,4/2/17,117,1333.653846,
1203062,https://www.airbnb.com/rooms/1203062,2.02E+13,4/2/17,4549697,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75598698,-122.4221984,Apartment,Entire home/apt,4,1,2,4,Real Bed,,225.00,,,500.00,120.00,3,50.00,3,14,3 weeks ago,4,9,12,76,4/2/17,289,146.25,
4199015,https://www.airbnb.com/rooms/4199015,2.02E+13,4/2/17,1572409,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.76056915,-122.424051,Apartment,Entire home/apt,2,1,1,1,Real Bed,,195.00,,,100.00,100.00,1,0.00,3,1125,3 weeks ago,0,0,0,0,4/2/17,365,1250.480769,
1333047,https://www.airbnb.com/rooms/1333047,2.02E+13,4/2/17,7231087,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.74993523,-122.4145209,House,Private room,3,1,1,2,Real Bed,,119.00,,,500.00,70.00,2,25.00,1,1125,today,10,24,38,265,4/2/17,100,1368.75,
39753,https://www.airbnb.com/rooms/39753,2.02E+13,4/2/17,170764,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75546755,-122.4077818,Townhouse,Entire home/apt,1,1,3,3,Real Bed,,399.00,,,800.00,350.00,2,36.00,5,12,3 weeks ago,0,11,38,38,4/2/17,327,228.8461538,
2513724,https://www.airbnb.com/rooms/2513724,2.02E+13,4/2/17,6884723,Mission District,Mission,San Francisco,CA,94103,San Francisco,US,United States,37.76588669,-122.4159867,Apartment,Private room,1,1,1,1,Real Bed,,95.00,700.00,2500.00,,75.00,1,0.00,1,1125,7 weeks ago,30,60,90,365,4/2/17,0,2509.096154,
6495015,https://www.airbnb.com/rooms/6495015,2.02E+13,4/2/17,169443,,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75971732,-122.4216425,Apartment,Entire home/apt,6,1,2,5,Real Bed,,210.00,1800.00,8000.00,500.00,90.00,2,20.00,1,1125,3 weeks ago,13,31,55,142,4/2/17,223,0,
10722086,https://www.airbnb.com/rooms/10722086,2.02E+13,4/2/17,1012829,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.76392905,-122.4188655,Apartment,Entire home/apt,4,2,2,2,Real Bed,,400.00,,,1000.00,150.00,2,20.00,2,1125,14 months ago,0,0,0,0,4/2/17,365,900.5769231,
4987668,https://www.airbnb.com/rooms/4987668,2.02E+13,4/2/17,16382,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.76034674,-122.4194064,Apartment,Private room,1,1,1,1,Real Bed,,110.00,587.00,2350.00,,65.00,1,0.00,28,180,today,1,31,60,60,4/2/17,305,2807.692308,
17654515,https://www.airbnb.com/rooms/17654515,2.02E+13,4/2/17,4856574,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75765004,-122.4135393,Apartment,Private room,2,1,1,1,Real Bed,,69.00,,,250.00,10.00,1,25.00,1,1125,today,1,1,7,7,4/2/17,358,645.1923077,
15424260,https://www.airbnb.com/rooms/15424260,2.02E+13,4/2/17,78278397,Noe Valley,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75446165,-122.4240245,House,Private room,2,3.5,1,1,Real Bed,,85.00,,,,25.00,2,45.00,30,1125,a week ago,26,56,85,85,4/2/17,280,475.0384615,
4588670,https://www.airbnb.com/rooms/4588670,2.02E+13,4/2/17,11693129,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.74996773,-122.4188683,Apartment,Entire home/apt,2,1,0,1,Real Bed,,230.00,1100.00,,,75.00,2,20.00,12,1125,3 days ago,28,33,33,33,4/2/17,332,457.6923077,
11947606,https://www.airbnb.com/rooms/11947606,2.02E+13,4/2/17,5527212,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75993508,-122.4205575,Apartment,Private room,2,1,1,1,Real Bed,,85.00,,,,15.00,1,0.00,1,1125,13 months ago,0,0,0,0,4/2/17,365,1468.461538,
11852529,https://www.airbnb.com/rooms/11852529,2.02E+13,4/2/17,11645681,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.74970938,-122.4206154,Apartment,Entire home/apt,2,1,0,1,Real Bed,,120.00,,,,30.00,2,0.00,1,1125,9 months ago,0,0,0,0,4/2/17,365,596.6346154,
760539,https://www.airbnb.com/rooms/760539,2.02E+13,4/2/17,3713398,Mission District,Mission,San Francisco,CA,,San Francisco,US,United States,37.76753421,-122.4218769,Apartment,Private room,3,1,1,1,Real Bed,,89.00,464.00,1650.00,300.00,45.00,1,39.00,3,93,3 days ago,7,27,57,134,4/2/17,231,842.3076923,
7008961,https://www.airbnb.com/rooms/7008961,2.02E+13,4/2/17,7799844,Mission District,Mission,San Francisco,CA,94103,San Francisco,US,United States,37.76926225,-122.4239934,Apartment,Entire home/apt,8,1,2,6,Real Bed,,200.00,800.00,2300.00,,50.00,2,0.00,1,1125,12 months ago,0,0,0,0,4/2/17,365,395.3653846,
17475362,https://www.airbnb.com/rooms/17475362,2.02E+13,4/2/17,118365362,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.76200076,-122.4222852,Boutique hotel,Private room,2,1,0,1,Real Bed,,60.00,,,,,1,19.00,7,1125,3 weeks ago,30,45,73,165,4/2/17,200,1403.846154,
5085892,https://www.airbnb.com/rooms/5085892,2.02E+13,4/2/17,26271551,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75145428,-122.4190148,Apartment,Private room,1,1,1,1,Real Bed,,80.00,,,,,1,0.00,1,1125,26 months ago,0,0,0,0,4/2/17,365,230.7692308,
15134688,https://www.airbnb.com/rooms/15134688,2.02E+13,4/2/17,95965243,Mission District,Mission,San Francisco,CA,94103,San Francisco,US,United States,37.76438703,-122.4110645,Apartment,Private room,2,1,1,1,Real Bed,,175.00,,,,125.00,2,50.00,1,30,5 months ago,30,60,90,180,4/2/17,185,561.5384615,
13588571,https://www.airbnb.com/rooms/13588571,2.02E+13,4/2/17,8911082,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.76082631,-122.4201035,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,,250.00,,,,100.00,1,0.00,3,1125,7 weeks ago,0,0,0,0,4/2/17,365,622.5961538,
3073320,https://www.airbnb.com/rooms/3073320,2.02E+13,4/2/17,7341265,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.76229236,-122.4209399,Apartment,Private room,2,1,1,1,Real Bed,,125.00,,,250.00,35.00,1,10.00,1,21,4 weeks ago,0,0,0,183,4/2/17,182,1754.807692,
3667551,https://www.airbnb.com/rooms/3667551,2.02E+13,4/2/17,14232249,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.76255532,-122.4216806,Apartment,Private room,3,1,1,1,Real Bed,,129.00,,,,,2,45.00,1,1125,today,15,44,74,74,4/2/17,291,437.5,
9494210,https://www.airbnb.com/rooms/9494210,2.02E+13,4/2/17,436472,Mission District,Mission,San Francisco,CA,94103,San Francisco,US,United States,37.76895856,-122.4247186,Apartment,Entire home/apt,2,1,0,1,Real Bed,,289.00,,,,95.00,1,0.00,2,14,5 months ago,28,58,88,178,4/2/17,187,721.9038462,
