id,listing_url,scrape_id,last_scraped,host_id,neighbourhood,neighbourhood_cleansed,city,state,zipcode,market,country_code,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,pastBooking,Average Weekly Earning,
10988680,https://www.airbnb.com/rooms/10988680,2.02E+13,4/2/17,2448592,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75418395,-122.4065138,Apartment,Private room,2,1,1,1,Real Bed,,49.00,300.00,,,25.00,1,0.00,1,1125,13 months ago,0,0,0,0,4/2/17,365,343.9423077,
8053481,https://www.airbnb.com/rooms/8053481,2.02E+13,4/2/17,14419919,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75416621,-122.4215336,Apartment,Entire home/apt,4,2,2,3,Real Bed,,220.00,1050.00,,1000.00,100.00,2,15.00,3,30,4 days ago,0,15,22,45,4/2/17,320,343.9423077,
14011173,https://www.airbnb.com/rooms/14011173,2.02E+13,4/2/17,4901696,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75850584,-122.4061523,House,Private room,1,1,1,1,Real Bed,,100.00,,,,,1,0.00,7,1125,2 months ago,0,0,0,0,4/2/17,365,1353.846154,
16142131,https://www.airbnb.com/rooms/16142131,2.02E+13,4/2/17,50491424,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75654875,-122.4220251,Apartment,Entire home/apt,4,1,1,2,Real Bed,,117.00,,,,,1,0.00,4,14,6 weeks ago,0,0,0,0,4/2/17,365,701.9230769,
9080622,https://www.airbnb.com/rooms/9080622,2.02E+13,4/2/17,46158576,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.76005055,-122.4213524,Apartment,Private room,1,1,1,1,Real Bed,,200.00,,,,,1,0.00,2,3,6 weeks ago,0,0,0,0,4/2/17,365,821.25,
936209,https://www.airbnb.com/rooms/936209,2.02E+13,4/2/17,1124557,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75949488,-122.4248737,Apartment,Private room,1,1,1,1,Real Bed,,162.00,,,,65.00,1,25.00,2,12,7 weeks ago,17,47,77,352,4/2/17,13,1403.846154,
7048973,https://www.airbnb.com/rooms/7048973,2.02E+13,4/2/17,3990472,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.76099687,-122.4131237,Apartment,Entire home/apt,4,2,2,2,Real Bed,,230.00,1400.00,5000.00,400.00,100.00,4,0.00,2,1125,a week ago,4,7,7,231,4/2/17,134,40.5,
7998215,https://www.airbnb.com/rooms/7998215,2.02E+13,4/2/17,21235706,,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75054282,-122.4165585,Apartment,Private room,2,1,1,1,Real Bed,,173.00,,,,65.00,2,35.00,1,30,2 days ago,6,36,57,332,4/2/17,33,592.6923077,
12815115,https://www.airbnb.com/rooms/12815115,2.02E+13,4/2/17,22537583,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75628818,-122.4087377,Apartment,Entire home/apt,4,2.5,2,2,Real Bed,,600.00,,,,,1,0.00,1,1125,11 months ago,0,0,0,0,4/2/17,365,109.7884615,
10406646,https://www.airbnb.com/rooms/10406646,2.02E+13,4/2/17,338939,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75724642,-122.4093147,Apartment,Entire home/apt,4,1,2,3,Real Bed,,250.00,,4500.00,500.00,95.00,4,0.00,2,30,today,8,11,15,15,4/2/17,350,4211.538462,
4558566,https://www.airbnb.com/rooms/4558566,2.02E+13,4/2/17,1937186,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.74932935,-122.4107925,Apartment,Entire home/apt,6,2,3,4,Real Bed,,300.00,1900.00,,,100.00,1,0.00,3,1125,7 weeks ago,0,2,17,128,4/2/17,237,1682.692308,
2771688,https://www.airbnb.com/rooms/2771688,2.02E+13,4/2/17,14168367,,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.7513531,-122.4176588,Apartment,Entire home/apt,4,1,2,2,Real Bed,,189.00,,,150.00,95.00,4,0.00,30,1125,6 weeks ago,20,50,80,355,4/2/17,10,1367.307692,
5020057,https://www.airbnb.com/rooms/5020057,2.02E+13,4/2/17,401938,,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75199246,-122.4042105,House,Private room,2,1,1,1,Real Bed,,130.00,,,,,1,0.00,2,1125,a week ago,11,26,53,328,4/2/17,37,36.34615385,
15151013,https://www.airbnb.com/rooms/15151013,2.02E+13,4/2/17,31923647,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.76142933,-122.4193501,Apartment,Private room,2,2.5,1,1,Real Bed,,90.00,,,150.00,40.00,2,25.00,2,1125,6 months ago,0,0,0,0,4/2/17,365,92.5,
4925354,https://www.airbnb.com/rooms/4925354,2.02E+13,4/2/17,1431508,Mission District,Mission,San Francisco,CA,94103,San Francisco,US,United States,37.76652079,-122.4246601,Apartment,Private room,1,1.5,1,1,Real Bed,,95.00,550.00,,250.00,20.00,1,20.00,1,21,today,6,8,8,220,4/2/17,145,631.7307692,
13863669,https://www.airbnb.com/rooms/13863669,2.02E+13,4/2/17,155839,,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75995514,-122.4241064,House,Entire home/apt,6,1,3,3,Real Bed,,325.00,,,,150.00,6,50.00,2,1125,today,4,7,34,54,4/2/17,311,264.9038462,
5394755,https://www.airbnb.com/rooms/5394755,2.02E+13,4/2/17,27964266,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75870167,-122.42124,House,Private room,3,1,1,2,Real Bed,,119.00,825.00,,,60.00,2,40.00,3,28,today,12,36,44,302,4/2/17,63,1943.75,
8861480,https://www.airbnb.com/rooms/8861480,2.02E+13,4/2/17,36226893,,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.76147949,-122.4157135,Apartment,Private room,2,1,1,1,Real Bed,,134.00,,,,,1,0.00,3,1125,4 months ago,0,0,0,273,4/2/17,92,144.1730769,
14139656,https://www.airbnb.com/rooms/14139656,2.02E+13,4/2/17,9151990,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75939066,-122.4211674,Apartment,Entire home/apt,6,2,3,3,Real Bed,,490.00,,,400.00,150.00,4,30.00,2,28,yesterday,8,11,21,43,4/2/17,322,237.0769231,
7802522,https://www.airbnb.com/rooms/7802522,2.02E+13,4/2/17,3499519,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.74961782,-122.4181314,Apartment,Private room,2,1,1,1,Real Bed,,140.00,750.00,,,25.00,1,0.00,1,1125,6 months ago,30,60,90,365,4/2/17,0,3034.230769,
15470227,https://www.airbnb.com/rooms/15470227,2.02E+13,4/2/17,487372,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75958581,-122.4100011,House,Entire home/apt,2,1,1,1,Real Bed,,185.00,,,500.00,95.00,2,0.00,2,1125,3 weeks ago,0,1,30,30,4/2/17,335,0,
10756717,https://www.airbnb.com/rooms/10756717,2.02E+13,4/2/17,32165870,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75560551,-122.4067193,Apartment,Entire home/apt,3,1,1,1,Real Bed,,550.00,,,1500.00,90.00,1,0.00,3,1125,14 months ago,0,0,0,0,4/2/17,365,1191.826923,
1117756,https://www.airbnb.com/rooms/1117756,2.02E+13,4/2/17,6135190,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.7505213,-122.4073568,House,Private room,2,1,1,1,Real Bed,,113.00,708.00,2499.00,,25.00,1,0.00,2,1125,today,7,19,37,286,4/2/17,79,3860.576923,
17588923,https://www.airbnb.com/rooms/17588923,2.02E+13,4/2/17,551394,Mission District,Mission,San Francisco,CA,94103,San Francisco,US,United States,37.76832743,-122.4250571,Apartment,Private room,2,1,1,1,Real Bed,,115.00,,,,82.00,1,25.00,1,7,today,24,54,83,83,4/2/17,282,171.6730769,
7228772,https://www.airbnb.com/rooms/7228772,2.02E+13,4/2/17,17368341,Mission District,Mission,San Francisco,CA,94103,San Francisco,US,United States,37.76888719,-122.4240599,Apartment,Entire home/apt,2,1,0,1,Real Bed,,155.00,1000.00,3000.00,,30.00,1,0.00,1,1125,2 months ago,0,0,0,0,4/2/17,365,623.6538462,
15501322,https://www.airbnb.com/rooms/15501322,2.02E+13,4/2/17,5740322,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75134306,-122.4226501,Apartment,Private room,1,1,1,1,Real Bed,,45.00,,,,50.00,1,0.00,10,1125,5 months ago,0,0,0,0,4/2/17,365,1087.980769,
4624467,https://www.airbnb.com/rooms/4624467,2.02E+13,4/2/17,1502207,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75506955,-122.4168171,Apartment,Private room,2,1.5,1,1,Real Bed,,169.00,,,1000.00,60.00,2,30.00,2,1125,4 weeks ago,30,60,90,365,4/2/17,0,315.8653846,
856123,https://www.airbnb.com/rooms/856123,2.02E+13,4/2/17,16382,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.7622065,-122.4198954,Condominium,Private room,1,1,1,1,Real Bed,,186.00,928.00,3276.00,,65.00,1,0.00,28,180,a week ago,0,0,1,90,4/2/17,275,0,
9490490,https://www.airbnb.com/rooms/9490490,2.02E+13,4/2/17,48961311,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.753852,-122.4111577,Apartment,Private room,2,1,1,1,Real Bed,,77.00,,,,25.00,1,0.00,1,1125,17 months ago,0,0,0,0,4/2/17,365,983.6538462,
865873,https://www.airbnb.com/rooms/865873,2.02E+13,4/2/17,2238981,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.76251893,-122.4242846,Apartment,Entire home/apt,4,2,2,2,Real Bed,,250.00,1000.00,,2000.00,150.00,1,20.00,5,1125,today,9,39,68,68,4/2/17,297,540.4807692,
6834158,https://www.airbnb.com/rooms/6834158,2.02E+13,4/2/17,5792346,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.76531007,-122.4246905,Apartment,Entire home/apt,3,1,0,1,Real Bed,,235.00,1950.00,7200.00,,62.00,2,20.00,1,1125,17 months ago,0,0,0,0,4/2/17,365,1427.884615,
13846498,https://www.airbnb.com/rooms/13846498,2.02E+13,4/2/17,17724381,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.76362666,-122.4253853,House,Private room,2,1,1,1,Real Bed,,80.00,,,100.00,50.00,1,10.00,1,1125,8 months ago,0,0,0,0,4/2/17,365,1649.519231,
1101403,https://www.airbnb.com/rooms/1101403,2.02E+13,4/2/17,2335495,Mission District,Mission,San Francisco,CA,94103,San Francisco,US,United States,37.7681406,-122.4253676,Condominium,Entire home/apt,5,2,2,3,Real Bed,,300.00,,,600.00,120.00,5,0.00,2,1125,7 weeks ago,0,0,0,0,4/2/17,365,561.5384615,
15566812,https://www.airbnb.com/rooms/15566812,2.02E+13,4/2/17,1283283,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75866765,-122.42388,Apartment,Entire home/apt,3,1,1,2,Real Bed,,200.00,,,,,1,0.00,7,1125,4 days ago,2,2,3,19,4/2/17,346,2105.769231,
16173016,https://www.airbnb.com/rooms/16173016,2.02E+13,4/2/17,105578739,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.76148205,-122.4092539,Apartment,Entire home/apt,2,1,1,1,Real Bed,,200.00,,,500.00,100.00,2,0.00,1,1125,yesterday,8,33,63,250,4/2/17,115,1330.769231,
63405,https://www.airbnb.com/rooms/63405,2.02E+13,4/2/17,142882,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75399609,-122.4177063,Apartment,Entire home/apt,2,1,1,1,Real Bed,500,125.00,,2500.00,300.00,100.00,1,25.00,2,180,2 days ago,10,29,52,322,4/2/17,43,442.3076923,
16857004,https://www.airbnb.com/rooms/16857004,2.02E+13,4/2/17,103572347,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75328433,-122.4118579,Apartment,Private room,1,3,0,1,Real Bed,,40.00,,,,,1,0.00,15,28,2 months ago,0,0,0,0,4/2/17,365,103.3653846,
11011745,https://www.airbnb.com/rooms/11011745,2.02E+13,4/2/17,4643433,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75028261,-122.4156194,Apartment,Entire home/apt,8,1,3,3,Real Bed,,500.00,,,,,1,0.00,1,1125,14 months ago,0,0,0,0,4/2/17,365,280.7692308,
17697262,https://www.airbnb.com/rooms/17697262,2.02E+13,4/2/17,4856574,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75813182,-122.4141177,Apartment,Private room,2,1,1,2,Real Bed,,79.00,,,250.00,10.00,1,0.00,1,1125,today,0,0,0,0,4/2/17,365,3509.615385,
13043340,https://www.airbnb.com/rooms/13043340,2.02E+13,4/2/17,842558,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75754497,-122.4201252,Apartment,Entire home/apt,2,1,0,1,Real Bed,,115.00,,,,,1,0.00,5,1125,a week ago,0,0,0,0,4/2/17,365,554.5192308,
2049672,https://www.airbnb.com/rooms/2049672,2.02E+13,4/2/17,7141098,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.76249605,-122.422603,House,Entire home/apt,6,2,4,4,Real Bed,,575.00,,,,150.00,6,0.00,4,30,2 days ago,1,1,14,67,4/2/17,298,807.2115385,
16272594,https://www.airbnb.com/rooms/16272594,2.02E+13,4/2/17,10118743,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.7580424,-122.4211011,Apartment,Private room,1,1,1,1,Airbed,,65.00,,,,,1,0.00,2,35,3 months ago,0,0,0,57,4/2/17,308,3295.192308,
10947787,https://www.airbnb.com/rooms/10947787,2.02E+13,4/2/17,547446,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75788359,-122.4075305,House,Entire home/apt,10,3.5,5,6,Real Bed,,2000.00,,,,,1,0.00,1,1125,7 months ago,0,0,0,0,4/2/17,365,385,
15873936,https://www.airbnb.com/rooms/15873936,2.02E+13,4/2/17,102916071,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75456441,-122.4125264,Apartment,Private room,1,1,1,1,Real Bed,,51.00,,,,,1,0.00,9,14,5 months ago,0,0,0,0,4/2/17,365,14038.46154,
11259062,https://www.airbnb.com/rooms/11259062,2.02E+13,4/2/17,58762070,,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75239754,-122.4244804,Cabin,Entire home/apt,2,1,0,1,Real Bed,,159.00,,,500.00,90.00,1,0.00,1,30,a week ago,11,29,54,328,4/2/17,37,357.9807692,
7163038,https://www.airbnb.com/rooms/7163038,2.02E+13,4/2/17,19739829,Mission District,Mission,San Francisco,CA,94103,San Francisco,US,United States,37.76911001,-122.4119345,Apartment,Private room,2,1,1,1,Real Bed,,120.00,,,,,1,0.00,1,1125,20 months ago,0,0,0,0,4/2/17,365,113.1346154,
4533440,https://www.airbnb.com/rooms/4533440,2.02E+13,4/2/17,18818082,Mission District,Mission,San Francisco,CA,94103,San Francisco,US,United States,37.76862344,-122.4244366,Apartment,Private room,2,1,1,1,Real Bed,,100.00,700.00,2500.00,,20.00,1,50.00,3,90,4 days ago,1,31,45,300,4/2/17,65,842.3076923,
14011529,https://www.airbnb.com/rooms/14011529,2.02E+13,4/2/17,61907533,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.76066203,-122.4208268,Apartment,Shared room,2,1,1,1,Airbed,,50.00,,,95.00,5.00,1,0.00,1,3,9 months ago,0,0,0,0,4/2/17,365,125,
3379430,https://www.airbnb.com/rooms/3379430,2.02E+13,4/2/17,17040707,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75826018,-122.4083304,House,Private room,2,1,1,1,Real Bed,,80.00,,,,,1,0.00,1,1125,33 months ago,0,0,0,0,4/2/17,365,350.9615385,
8029798,https://www.airbnb.com/rooms/8029798,2.02E+13,4/2/17,14789797,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75596136,-122.4095302,Apartment,Private room,1,1,1,1,Real Bed,,75.00,,,,,1,0.00,1,1125,18 months ago,0,0,0,0,4/2/17,365,561.5384615,
1623609,https://www.airbnb.com/rooms/1623609,2.02E+13,4/2/17,8633891,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75942336,-122.4075424,House,Private room,2,1,1,1,Real Bed,,155.00,1125.00,,,50.00,2,25.00,3,27,a week ago,0,4,19,86,4/2/17,279,526.4423077,
16324639,https://www.airbnb.com/rooms/16324639,2.02E+13,4/2/17,625125,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75993231,-122.4213667,Condominium,Entire home/apt,4,1,2,2,Real Bed,,250.00,,,,75.00,1,0.00,3,14,3 days ago,0,0,0,0,4/2/17,365,831.6346154,
17501306,https://www.airbnb.com/rooms/17501306,2.02E+13,4/2/17,117725469,Mission District,Mission,San Francisco,CA,94103,San Francisco,US,United States,37.77021195,-122.4228986,House,Private room,2,1,1,1,Real Bed,,55.00,,,,20.00,1,0.00,1,10,2 weeks ago,0,0,0,0,4/2/17,365,1754.807692,
591431,https://www.airbnb.com/rooms/591431,2.02E+13,4/2/17,727246,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75065685,-122.4234918,House,Entire home/apt,6,2.5,3,3,Real Bed,,450.00,,,397.00,125.00,5,30.00,3,20,5 weeks ago,0,0,17,26,4/2/17,339,386.0576923,
9351735,https://www.airbnb.com/rooms/9351735,2.02E+13,4/2/17,48409538,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.74944922,-122.4095556,Apartment,Entire home/apt,6,2,3,3,Real Bed,,250.00,,,500.00,125.00,4,20.00,2,1125,4 months ago,0,0,0,79,4/2/17,286,2933.653846,
1962559,https://www.airbnb.com/rooms/1962559,2.02E+13,4/2/17,10141045,Noe Valley,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75375109,-122.4252011,Apartment,Entire home/apt,4,1,2,2,Real Bed,,150.00,1000.00,,,50.00,1,0.00,2,15,15 months ago,0,0,0,0,4/2/17,365,1375,
6926901,https://www.airbnb.com/rooms/6926901,2.02E+13,4/2/17,1539714,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75641542,-122.4128513,House,Entire home/apt,4,2,2,2,Real Bed,,300.00,2200.00,,500.00,100.00,2,15.00,2,7,today,14,41,71,96,4/2/17,269,1052.884615,
12366392,https://www.airbnb.com/rooms/12366392,2.02E+13,4/2/17,4328064,Mission District,Mission,San Francisco,CA,94103,San Francisco,US,United States,37.76772249,-122.422152,Apartment,Entire home/apt,2,1,1,1,Real Bed,,170.00,,,,50.00,1,0.00,2,1125,2 months ago,0,0,0,0,4/2/17,365,1551.923077,
5943416,https://www.airbnb.com/rooms/5943416,2.02E+13,4/2/17,5212146,,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75151485,-122.4245018,Apartment,Entire home/apt,3,1,0,2,Real Bed,,190.00,1200.00,,,80.00,1,0.00,2,1125,3 months ago,3,14,14,237,4/2/17,128,1193.269231,
1339473,https://www.airbnb.com/rooms/1339473,2.02E+13,4/2/17,7263779,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75440053,-122.412507,Condominium,Entire home/apt,3,1,1,1,Real Bed,,230.00,1400.00,5400.00,500.00,180.00,1,0.00,6,70,a week ago,8,38,68,343,4/2/17,22,467.6923077,
10940485,https://www.airbnb.com/rooms/10940485,2.02E+13,4/2/17,6493976,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75309747,-122.4199679,Apartment,Private room,2,1.5,1,1,Real Bed,,115.00,465.00,,,,1,0.00,1,1125,a week ago,1,1,1,1,4/2/17,364,97.30769231,
10792779,https://www.airbnb.com/rooms/10792779,2.02E+13,4/2/17,168419,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75780405,-122.4214434,Apartment,Private room,1,1,1,1,Real Bed,,95.00,,,,65.00,1,25.00,3,1125,1 week ago,0,3,15,15,4/2/17,350,805,
5414237,https://www.airbnb.com/rooms/5414237,2.02E+13,4/2/17,1717531,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.74970235,-122.4066375,House,Private room,2,1.5,1,1,Real Bed,,90.00,,,,55.00,1,0.00,2,20,4 weeks ago,1,31,61,336,4/2/17,29,639.4230769,
6954332,https://www.airbnb.com/rooms/6954332,2.02E+13,4/2/17,1431508,Mission District,Mission,San Francisco,CA,94103,San Francisco,US,United States,37.76645745,-122.4253543,Apartment,Private room,1,1.5,1,1,Couch,,95.00,,,250.00,30.00,1,10.00,3,20,3 weeks ago,9,16,16,228,4/2/17,137,50.19230769,
10809367,https://www.airbnb.com/rooms/10809367,2.02E+13,4/2/17,8418454,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75089762,-122.4148136,Apartment,Entire home/apt,2,1,1,1,Real Bed,,350.00,,,,25.00,1,0.00,1,1125,6 weeks ago,0,0,0,0,4/2/17,365,250.2884615,
815123,https://www.airbnb.com/rooms/815123,2.02E+13,4/2/17,1000809,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75110865,-122.4187323,Apartment,Entire home/apt,1,1,1,1,Real Bed,170,130.00,928.00,,,75.00,1,0.00,7,15,2 weeks ago,0,0,9,9,4/2/17,356,2456.730769,
1388523,https://www.airbnb.com/rooms/1388523,2.02E+13,4/2/17,549522,Mission District,Mission,San Francisco,CA,94114,San Francisco,US,United States,37.75526258,-122.4249664,Apartment,Entire home/apt,2,1,0,1,Real Bed,,4000.00,975.00,,,50.00,1,0.00,3,30,3 months ago,27,57,87,362,4/2/17,3,890,
765914,https://www.airbnb.com/rooms/765914,2.02E+13,4/2/17,4038852,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75691789,-122.4111644,Loft,Entire home/apt,3,1.5,1,1,Real Bed,,349.00,,,1000.00,100.00,1,50.00,7,180,2 weeks ago,30,60,90,365,4/2/17,0,230.7692308,
225205,https://www.airbnb.com/rooms/225205,2.02E+13,4/2/17,1172942,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.76096715,-122.4231305,Apartment,Private room,2,1,1,1,Real Bed,,115.00,,,,,1,15.00,2,21,today,10,25,55,55,4/2/17,310,0,
6795192,https://www.airbnb.com/rooms/6795192,2.02E+13,4/2/17,1971086,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75849371,-122.4157999,Condominium,Entire home/apt,3,1,2,1,Real Bed,,170.00,1300.00,5000.00,2000.00,85.00,1,0.00,7,75,3 days ago,17,26,56,56,4/2/17,309,685.5769231,
5775177,https://www.airbnb.com/rooms/5775177,2.02E+13,4/2/17,21025714,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.74825404,-122.4176816,Apartment,Private room,2,1,1,1,Futon,,115.00,,,,50.00,1,50.00,1,1125,2 months ago,22,52,82,347,4/2/17,18,1010.192308,
8907289,https://www.airbnb.com/rooms/8907289,2.02E+13,4/2/17,6664188,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75267808,-122.4075329,House,Private room,3,1,1,1,Real Bed,,133.00,,,,49.00,2,50.00,1,30,yesterday,10,37,67,67,4/2/17,298,39.80769231,
13953008,https://www.airbnb.com/rooms/13953008,2.02E+13,4/2/17,20120639,,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.76455721,-122.4239801,Condominium,Entire home/apt,2,1,1,1,Real Bed,,232.00,,,,50.00,1,0.00,2,1125,5 months ago,0,0,0,0,4/2/17,365,762.1923077,
16232349,https://www.airbnb.com/rooms/16232349,2.02E+13,4/2/17,71684588,,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.751588,-122.4187695,Apartment,Entire home/apt,2,1,1,1,Real Bed,,100.00,,,,20.00,1,0.00,2,6,2 weeks ago,0,0,16,16,4/2/17,349,1628.461538,
8384398,https://www.airbnb.com/rooms/8384398,2.02E+13,4/2/17,699034,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75618418,-122.421447,Apartment,Entire home/apt,2,1,1,1,Real Bed,,200.00,,,200.00,80.00,2,80.00,1,1125,6 days ago,0,4,4,4,4/2/17,361,671.1538462,
223213,https://www.airbnb.com/rooms/223213,2.02E+13,4/2/17,1094844,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.7569887,-122.4085638,Condominium,Entire home/apt,4,2,2,2,Real Bed,1100,450.00,,4200.00,300.00,100.00,1,0.00,2,10,7 weeks ago,28,58,88,363,4/2/17,2,1388.461538,
16363397,https://www.airbnb.com/rooms/16363397,2.02E+13,4/2/17,22477186,,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.76313587,-122.4079654,Apartment,Private room,2,1,1,1,Real Bed,,80.00,,,,40.00,1,0.00,1,1125,yesterday,0,8,8,8,4/2/17,357,17.30769231,
5468024,https://www.airbnb.com/rooms/5468024,2.02E+13,4/2/17,17345800,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.74907405,-122.4124016,Apartment,Private room,1,1,1,1,Real Bed,,99.00,,,,25.00,1,0.00,1,29,14 months ago,0,0,0,0,4/2/17,365,549.2307692,
1356129,https://www.airbnb.com/rooms/1356129,2.02E+13,4/2/17,7361147,Noe Valley,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75083547,-122.4234114,House,Entire home/apt,2,1,1,1,Real Bed,,145.00,825.00,2950.00,1000.00,50.00,2,0.00,2,365,5 days ago,1,7,12,49,4/2/17,316,694.9038462,
10710892,https://www.airbnb.com/rooms/10710892,2.02E+13,4/2/17,168419,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75857822,-122.4222351,Apartment,Entire home/apt,2,1,1,1,Real Bed,,215.00,,,500.00,65.00,1,0.00,3,4,7 months ago,0,0,0,0,4/2/17,365,881.1538462,
16178751,https://www.airbnb.com/rooms/16178751,2.02E+13,4/2/17,3470491,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75913346,-122.4196755,Apartment,Entire home/apt,2,1,1,1,Real Bed,,185.00,,,200.00,80.00,1,0.00,2,1125,6 days ago,0,2,2,13,4/2/17,352,1509.134615,
15097007,https://www.airbnb.com/rooms/15097007,2.02E+13,4/2/17,8957462,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.75746793,-122.4125947,Other,Private room,1,1.5,1,1,Real Bed,,350.00,,,,,1,0.00,4,4,6 months ago,29,59,89,89,4/2/17,276,1252.307692,
16351934,https://www.airbnb.com/rooms/16351934,2.02E+13,4/2/17,9151990,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.76171887,-122.4234831,Apartment,Private room,2,1,1,1,Real Bed,,175.00,,,,40.00,1,20.00,1,14,yesterday,12,12,12,12,4/2/17,353,1857.692308,
8564563,https://www.airbnb.com/rooms/8564563,2.02E+13,4/2/17,944215,Mission District,Mission,San Francisco,CA,94103,San Francisco,US,United States,37.76867194,-122.4178576,Apartment,Entire home/apt,4,1,2,1,Real Bed,,165.00,1077.00,,250.00,86.00,2,0.00,2,1125,yesterday,0,0,0,0,4/2/17,365,1187.980769,
6852699,https://www.airbnb.com/rooms/6852699,2.02E+13,4/2/17,3786490,Mission District,Mission,San Francisco,CA,94110,San Francisco,US,United States,37.76379548,-122.425448,Apartment,Entire home/apt,2,1,1,1,Real Bed,,149.00,,,200.00,,2,20.00,1,1125,3 months ago,0,0,0,0,4/2/17,365,1158.173077,
